Address,Wallet Total Value,Update Time,ETH Amount,ETH Value,Spot Value,Lido Value,DeFi Swap Value
0x02637e047ebcd2a6a90562778c6d01049eaea780,1248437,2024/01/31,533.4925,1248437,1248437,0,0
0x294427f434d2fa84a4b24a8ee511713f76fc9682,1248378,2024/01/31,540.318,1248378,1248378,0,0
0x5ce7b10d9ba840a422607035a8dacef88f937d92,1247096,2024/01/31,532.9446,1247096,1247096,0,0
0x691398dec8fb3befd5f2a2738be400e8ce491d13,1246678,2024/01/31,532.5862,1246678,1246678,0,0
0xc45087908a9ab0ff0a7474287b76a7770e4d750e,1246539,2024/01/31,533.0324,1246539,1246539,0,0
0xdbddc352df6ecce5b20e508dd6a8cdef1d5e4cf0,1245362,2024/01/31,532.2376,1245362,1245362,0,0
0x6c67458a44fd01ed8a3890378950b7974e6f7bc2,1245348,2024/01/31,530.6712,1242254,1245348,0,0
0xfc6e2de17c3f6094defbce176c4c592796e667cc,1245006,2024/01/31,532.1768,1245006,1245006,0,0
0x13f2da892a9967ea5ec4b62be6deecbdc55f4bc8,1244976,2024/01/31,532.1475,1244938,1244976,0,0
0xc47e9a306475bb6eda8693843d1870070bbb476b,1244612,2024/01/31,532.008,1244612,1244612,0,0
0x31e0e86298884782250ff5a4db793fc3a2517a0f,1244584,2024/01/31,531.9964,1244568,1244584,0,0
0x8196e0648cb16e9151c2920618a58605706b5836,1244290,2024/01/31,347.0671,799777.88,1104398,0,0
0x13d28be311aa65144bdb656c2aab65f4ecfb5e46,1243989,2024/01/31,531.5487,1243989,1243989,0,0
0xd336f29d4c0f4c29a963f1ea6f2b38a84f8dce1c,1243757,2024/01/31,531.6793,1243757,1243757,0,0
0x23123661cd1f8e79020d2648de85d82982a45d70,1243642,2024/01/31,531.3982,1243642,1243642,0,0
0x8b06439aa9837d5060d3718300b00272b0a0a1b2,1242928,2024/01/31,530.8818,1242911,1242928,0,0
0x3c4433ee358ee141b24b5bc16a9a25ccadcb580c,1242725,2024/01/31,530.795,1242708,1242725,0,0
0x42767825f7ca29495a66b8652fb9e18bec29c331,1242698,2024/01/31,530.995,1242698,1242698,0,0
0x9340345ca6a3eabdb77363f2586043f29438ce0b,1242573,2024/01/31,530.922,1242527,1242573,0,0
0xb59d3ac4abd150b110c808c36008257fbc827a62,1242403,2024/01/31,530.7287,1242388,1242403,0,0
0x8c5f99a669c10a2721b80bec8366dcdd955c4cd7,1242025,2024/01/31,530.5601,1241967,1242025,0,0
0x1159b79bd704b151614273122309b4da73ab7724,1241079,2024/01/31,529.998,1241064,1241079,0,0
0x24f5ed7db46c9e358848bf46ad66de8e7771a77e,1241007,2024/01/31,530.1,1240991,1241007,0,0
0x71d04e67ec41d291d8a5c9a21694bd0fc336e3f3,1240376,2024/01/31,529.8192,1239994,1240376,0,0
0xe4d35a1c7344f7347aa12958f9cd2c890c86731d,1240368,2024/01/31,529.8181,1240368,1240368,0,0
0x367de4046e18b59d124115e4d8a7d3e99c9dd6c8,1240109,2024/01/31,539.9022,1240020,1240109,0,0
0x59c52d1c61bff3f59621088ee4bea37480470c9a,1239770,2024/01/31,529.6816,1239725,1239770,0,0
0xc0ed3fd997a4d3e8f878dbba9f6455135a654881,1239615,2024/01/31,529.6345,1239615,1239615,0,0
0x9ad5a1a4888e4fd4f2220ed32cb335aa319bf28c,1239426,2024/01/31,529.5536,1239426,1239426,0,0
0x45d44f5f4a9b9252e6b794b8d997c0068f092e52,1238947,2024/01/31,529.3719,1238947,1238947,0,0
0x2480f5f026d9244cd48d189154098a253e3bbfa1,1238506,2024/01/31,529.1585,1238506,1238506,0,0
0x4e6b5e0a628b7bd4c626c9232b28950d4e5ef2ad,1237755,2024/01/31,528.8603,1237755,1237755,0,0
0xc34628083be78b9ced2aa6a49f69ad417f4ae037,1237263,2024/01/31,528.6501,1237263,1237263,0,0
0x087320150db2d6d0fa15a6996b1602c7c7d34fc6,1237119,2024/01/31,528.5845,1237104,1237119,0,0
